Question,Solution
"A parallel plate capacitor is made by stacking n equally spaced plates connected alternatively. If the capacitance between any two adjacent plates is C then the resultant capacitance is
A. C
B. nC
C. (n – 1)C
D. (n + 1)C",n plates connected alternately give rise to (n – 1) capacitors connected in parallel. Resultant capacitance = (n – 1)C.
"Capacitance (in F) of a spherical conductor with radius 1 m is
A. 1.1 × 10–10
B. 10–6
C. 9 × 10–9
D. 10–3",C = 4πε0R = 1/9 x 109 = 1.1 x 10-10 F
"If there are n capacitors in parallel connected to V volt source, then the energy stored is equal to
A. CV
B. (½)nCV2
C. CV2
D. (1/2n)CV2",Total capacity =nC. ∴ Energy =½ nCV2
"A parallel plate capacitor with air between the plates has a capacitance of 9 pF. The separation between its plates is d. The space between the plates is now filled with two dielectrics. One of the dielectrics has dielectric constant k1 = 3 and thickness d/3 while the other one has dielectric constant k2 = 6 and thickness 2d/3. The capacitance of the capacitor is now
A. 20.25 pF
B. 1.8 pF
C. 45 pF
D. 40.5 pF","C = ε0A/d = 9 x 10-12 F. With dielectric,C = ε0Ak/d. C1 = ε0A3/(d/3) = 9C. C2 = ε0A6/(2d/3) = 9C. Ctotal = C1C2/(C1 + C2) as they are in series. Ctotal = (9C x 9C)/18C = (9/2)C =(9/2)(9 x 10-12 F). Ctotal = 40.5 pF"
"A parallel plate condenser with a dielectric of dielectric constant K between the plates has a capacity C and is charged to a potential V volt. The dielectric slab is slowly removed from between the plates and then reinserted. The net work done by the system in this process is
A. zero
B. 1/2 (K – 1) CV2
C. CV2(K-1)/K
D. (K – 1) CV2","The potential energy of a charged capacitor Ui = q2/2C where Ui is the initial potential energy. If a dielectric slab is slowly introduced, the energy = q2/2KC. Once it is taken out, again the energy increases to the old value. Therefore after it is taken out, the potential energy comes back to the old value. Total work done = zero."
"A battery is used to charge a parallel plate capacitor till the potential difference between the plates becomes equal to the electromotive force of the battery. The ratio of the energy stored in the capacitor and the work done by the battery will be
A. 1/2
B. 1
C. 2
D. 1/4",Let E be emf of the battery. Work done by the battery W = CE2. Energy stored in the capacitor U = ½CE2. U/W = ½CE2 /CE2  =½
"A sheet of aluminium foil of negligible thickness is introduced between the plates of a capacitor. The capacitance of the capacitor
A. decreases
B. remains unchanged
C. becomes infinite
D. increases","With air as dielectric, C = ε0A/d. With space partially filled, C’ = ε0A/(d-t) = ε0A/d = C. Aluminium is a good conductor. Its sheet introduced between the plates of a capacitor is of negligible thickness. Therefore, capacity remains unchanged."
"If the electric flux entering and leaving an enclosed surface respectively is Φ1 and Φ2, the electric charge inside the surface will be
A. (Φ2 – Φ1)ε0
B. (Φ1 + Φ2)/ε0
C. (Φ2 – Φ1)/ε0
D. (Φ1 + Φ2)ε0","According to Gauss theorem, (Φ2 – Φ1) = Q/ε0 ⇒ Q = (Φ2 – Φ1)ε0. The flux enters the enclosure if one has a negative charge (–q2) and flux goes out if one has a +ve charge (+q1). As one does not know whether Φ1 > Φ2, Φ2 > Φ1, Q = q1 ~ q2"
"A parallel plate capacitor is of area 6 cm2 and a separation of 3 mm. The gap is filled with three dielectric materials of equal thickness (see figure) with dielectric constants K1 = 10, K2 = 12 and K3 = 14. The dielectric constant of a material which when fully inserted in the given capacitor gives the same capacitance would be
A. 36
B. 12
C. 4
D. 14","The given system can be considered to be a parallel combination of three capacitors C1, C2 and C3. The equivalent capacitance, C = C1 + C2 + C3. Hence, C1 = K1ε0A/3d, C2 = K2ε0A/3d, C3 = K3ε0A/3d. (K’ε0A/d) = (K1 + K2 + K3/3)(ε0A/d). Hence K’= (K1 + K2 + K3/3) = (10 + 12 + 14/3) =12"
"In the figure shown below, the charge on the left plate of the 10 F capacitor is 30 μC. The charge on the right plate of the 6 F capacitor is
A. –18 μC
B. –12 μC
C. +12 μC
D. +18 μC","Let q1 and q2 be the charge on 6μF and 4μF respectively. q1 + q2 = q——-(1). Also, (q1/C1) = (q2/C2)——-(2) (∵ C1 and C2 are in parallel combination). ⇒ q2 = (C2/C1) q1= (4/6)q1. Using (1) and (2), (10/6)q1 = q ⇒ q = (5/3). ⇒q1=  (⅗)(30) = 18 μC"
"Seven capacitors, each of capacitance 2 F, are to be connected in a configuration to obtain an effective capacitance of (6/13) F. Which of the combinations, shown in figures below, will achieve the desired value?
","Equivalent capacitance for parallel capacitors is given by the formula Ceq= C1 + C2 +C3 …. Therefore, 1/Ceq = 1/(C1 + C2 + C3). Equivalent capacitance for series capacitors is given by the formula 1/Ceq = 1/C1 + 1/C2 +1/C3. In option “a” there are 3 parallel capacitors and 4 series capacitors. Therefore, Equivalent capacitance = 1/(2+2 +2) + (1/2) +(1/2) +(1/2) +(1/2) = 1/6 + (1/2) +(1/2) +(1/2) +(1/2) = 1+3+3+3+3/6. 1/Ceq= 13/6 F. Ceq = (6/13) F. In option “b” there are 5 parallel capacitors and 2 series capacitors. Therefore, Equivalent capacitance = 1/(2+2 +2+2+2) + (1/2) +(1/2) = 1/10+ (1/2) +(1/2) = 1+5+5/10. 1/Ceq= 11/10 F. Ceq = 10/11 F. In option “c” there are 2 parallel capacitors and 5 series capacitors. Therefore, Equivalent capacitance = 1/(2+2)  + (1/2) +(1/2)+ (1/2) +(1/2) +(1/2) = 1/4+ (1/2) +(1/2)+(1/2) +(1/2) +(1/2) = 1+2+2+2+2+2/4. 1/Ceq= 11/4 F. Ceq = (4/11) F. In option “d” there are 4 parallel capacitors and 3 series capacitors. Therefore, Equivalent capacitance = 1/(2+2+2+2)  + (1/2) +(1/2)+ (1/2) = 1/8+ (1/2) +(1/2)+(1/2) = 1+4+4+4/4. 1/Ceq = 13/8 F. Ceq = (8/13) F. Answer (a)"
"In free space, a particle A of charge 1 μC is held fixed at a point P. Another particle B of the same charge and mass 4 g is kept at a distance of 1 mm from P. If B is released, then its velocity at a distance of 9 mm from P is (take 1/4πε0 = 9 x 109 Nm2C-2)
A. 3.0 × 104 m/s
B. 1.0 m/s
C. 1.5 × 102 m/s
D. 2.0 × 103 m/s","Using work energy theorem, WE = Ui – Uf= (½)mv2 or kq1q2[(1/r1) – (1/r2)] = (½)mv2. WE = (9 x 109) x (1 x 10-6)2 {(1/10-3) – (1/(9 x 10-3)} = (½)mv2. ⇒ (9 x 109 x 2 x 10-12)/(4 x 10-6) = v2 ⇒ v = 2.0 x 103 ms-1"
"Two masses of 1 g and 4g are moving with equal kinetic energy. The ratio of the magnitudes of their momenta is
A. 4 : 1
B. √2 : 1
C. 1: 2
D. 1 : 16","p = √(2Em) Where p denotes momentum, E denotes kinetic energy and m denotes mass. p1/p2 = √(m1/m2) p1/p2 = √(1/4) = 1/2"
"If a machine is lubricated with oil
A. the mechanical advantage of the machine increases
B. the mechanical efficiency of the machine increases
C. both its mechanical advantage and efficiency increase
D. its efficiency increases, but its mechanical advantage decreases.",When a machine is lubricated with oil friction decreases. Hence the mechanical efficiency of the machine increases.
"The potential energy function for the force between two atoms in a diatomic molecule is approximately given by U(x) = a/x^12 - b/x^6
A. b2/6a
B. b2/2a
C. b2/12a
D. b2/4a","U(x= ∞) = 0,at equilibrium, dU/dx = 0, U(x) = a/x^12 - b/x^6——-(1), 12ax-13 – 6bx-7 = 0, 12a/x13 = 6b/x7, x6 = 2a/b———-(2), From 1 and 2 we have, U = (a-b(2a/b))/(2a/b)^2, U = -b2/4a, D = (0 + b2/4a), D = b2/4a"
"At time t = 0 s particle starts moving along the x-axis. If its kinetic energy increases uniformly with time ‘t’, the net force acting on it must be proportional to
A. √t
B. constant
C. t
D. 1/√t","Given, Kinetic energy increases uniformly with time, K.E ∝ t, Kinetic energy can be written as KE= ½ mv2 so we can write, ½ mv2 ∝ t, v = √(2t/m), Therefore, v ∝ √t, F ∝ 1/v, Therefore, F ∝ 1/√t"
"This question has Statement-1 and Statement-2. Of the four choices given after the statements, choose the one that best describes the two statements. If two springs S1 and S2 of force constants k1 and k2, respectively, are stretched by the same force, it is found that more work is done on spring S1 than on spring S2. Statement-1: If stretched by the same amount, work done on S1, will be more than that on S2 Statement-2 :k1 < k2
A. Statement-1 is True, Statement-2 is true and Statement-2 is not the correct explanation of Statement-1.
B. Statement-1 is False, Statement-2 is true
C. Statement-1 is True, Statement-2 is false
D. Statement-1 is True, Statement-2 is true and Statement-2 is the correct explanation of statement-1.","Given same force F = k1x1 = k2x2, k1/k2 = x1/x2, W1 = ½ k1x12 and W2=½ k2x22, As W1/W2 ＞1 so [½ k1x12/ ½ k2x22]＞1, Fx1/Fx2＞1 ⇒ k2//k1＞1, Therefore k2 ＞ k1 Statement-2 is true, Or if x1 = x2 = x, W1/W2 = ½ k1x2 / ½ k2x2, W1/W2 = k1/ k2 ＜1, W1 ＜W2 , Statement-1 is False"
"A particle of mass m is moving in a circular path of constant radius r such that its centripetal acceleration ac is varying with time ‘t’ as ac = k2rt2 where ‘k’ is a constant. The power delivered to the particle by the force acting on it is
A. 2πmk2r2t
B. mk2r2t
C. mk4r2t5/3
D. zero","Centripetal acceleration ac= k2rt2, v2/r= k2rt2, v2= k2r2t2, mv2/2=m k2r2t2/2, Kinetic energy = m k2r2t2/2, d/dt(K.E) = mk^2r^2t, Power = m k2r2t"
"A stone tied to a string of length L is whirled in a vertical circle with the other end of the string at the centre. At a certain instant of time, the stone is at its lowest position, and has a speed u. The magnitude of the change in its velocity as it reaches a position where the string is horizontal is
A. √(u^2-2gL)
B. √(u^2-gL)
C. √(2(u^2-gL))
D. √(2gL)","At lowest position B, Potential Energy = 0, Kinetic Energy = ½ mu2, Total Energy = ½ mu2, At C, when string is horizontal, Potential Energy = mgL, Kinetic Energy = ½ mv2, Total Energy = ½ mv2 + mgL, Since energy is conserved, ½ mv2 + mgL = ½ mu2, v2 = u2 -2gL, Since v is in the vertical direction and u is in the horizontal direction, they are mutually perpendicular to each other. Change in velocity = √(u^2+v^2), |Δv→| = √(u^2+(u^2-2gL)), |Δv→| = √(2(u^2-gL))"
"When a rubber-band is stretched by a distance x, it exerts a restoring force of magnitude F =ax + bx2 where a and b are constants. The work done in stretching the unstretched rubber-band by L is
A. aL2/2 +bL3/3
B. ½ (aL2/2 +bL3/3)
C. aL2 +bL3
D. ½ (aL2 +bL3)","Work done by a variable force W = ∫ F→.ds→ Wherein F→ is the variable force and ds→ is small displacement, F = ax + bx2, Work done in displacing rubber through dx = Fdx, W = ∫0L(ax + bx^2)dx, W = aL2/2 +bL3/3"
"A person trying to lose weight by burning fat lifts a mass of 10 kg up to a height of 1 m 1000 times. Assume that the potential energy lost each time he lowers the mass is dissipated. How much fat will he use up considering the work done only when the weight is lifted up? Fat supplies 3.8 X 107 J of energy per kg which is converted to mechanical energy with a 20% efficiency rate. Take g = 9.8 m/s2
A. 12.89 X 10-3kg
B. 2.45 X 10-3 kg
C. 6.45 X 10-3 kg
D. 9.89 X 10-3 kg","Work done against gravity = (mgh) 1000 in lifting 1000 times, = 10 x 9.8 X 103, = 9.8 x 104 Joule, 20% of the efficiency is used to convert fat into energy, (20% of 3.8 X 107 J ) x m = 9.8 x 104, Where m is mass, m = 12.89 x 10-3 Kg"
"A point particle of mass moves along the uniformly rough track PQR as shown in the figure. The coefficient of friction, between the particle and the rough track equals. The particle is released, from rest, from point P and it comes to rest at a point R. The energies, lost by the ball, over the parts, PQ and PR, of the track, are equal to each other, and no energy is lost when the particle changes direction from PQ to QR. The values of the coefficient of friction μ and the distance x(=QR) are, respectively close to
A. 0.29 and 6.5 m
B. 0.2 and 6.5 m
C. 0.2 and 3.5 m
D. 0.29 and 3.5 m","As energy lost over PQ= energy lost over QR, Therefore (μmg cosθ)PQ = (μmg)QR, or QR = cosθPQ, From figure, sin θ = sin 300= 2/PQ =½, PQ = 4m, QR = 4cos 300 =, 4(√3/2) = 2√3m, Again, the decrease in P.E = loss of energy due to friction in PQ and QR, mgh= (μmg cosθ)PQ + μmg x QR, h= (μcosθ)PQ + μ x QR, 2 = (μcos 300)x4 + μ x 2√3, = μ (4 x (√3/2) + 2√3) = μ x 4√3, μ = 2/(4√3) = 1/2√3 = 0.29"
"A body of mass m =10-2 kg is moving in a medium and experiences a frictional force F = -KV2. Its initial speed is v0 = 10ms-1. If, after 10 s, its energy is, the value of k will be
A. 10-4 kg m-1
B. 10-1 kg m-1s-1
C. 10-3 kg m-1
D. 10-3 kg s-1","½ mvf2 = ⅛ mv02, Vf = v0/2 = 5m/s, F = -kv2 ———(1), We know, F = ma = m (dv/dt) ——–(2), From (1) and (2) we get, m (dv/dt) = -kv2, (dv/dt) = (-k/m) v2, ∫105dv/v^2 = -100k∫010dt, ⅕ – 1/10 = – 100k (10), k = 10-4 kg m-1"
"A time-dependent force F = 6t acts on a particle of mass 1 kg. If the particle starts from rest, the work done by the force during the first 1 sec. will be :
A. 9 J
B. 18 J
C. 4.5 J
D. 22 J","F= 6t, m = 1Kg, u =0, Now, F=ma =m(dv/dt)=1x(dv/dt), dv/dt = 6t, ∫0vdv = ∫016tdt, v= 3(12– 0) = 3m/s, From work-energy theorem, W =Δ KE = ½ m(v2 – u2), W = ½ x 1(32 – 0) = 4.5 J"
"A particle is moving in a circular path of radius a under the action of an attractive potential U = -k/2r2 .Its total energy is
A. k/2a2
B. Zero
C. -3/2 ( k/a2)
D. – k/4a2","F = (K/r3), Centripetal acceleration, mv2/r = (K/r3), Therefore, mv2 = K/r2, Kinetic Energy, K.E = 1/2 mv2= K/2r2, Total energy = P.E + K.E, – K/2r2 + K/2r2 = Zero"
"A spring of force constant k is cut into two pieces such that one piece is double the length of the other. Then the long piece will have a force constant of
A. (2/3) k
B. (3/2) k
C. 3k
D. 6k","For a spring, (k x L) is a constant, Therefore k x L= k’ x (2L/3), Where 2L/3 = length of longer piece, Or k’=(3/2)k"
"A wind-powered generator converts wind energy into electrical energy. Assume that the generator converts a fixed fraction of the wind energy intercepted by its blades into electrical energy. For wind speed v, the electrical power output will be proportional to
A. v
B. v2
C. v3
D. v4","Force = v x (dm/dt), Force= v x d/dt(volume x density), Force = v Aρv, = Aρv2, Power = Force x velocity, = (Aρv2)v = Aρv3, Power ∝ v3"
"A paramagnetic material has 1028 atoms/m3. It’s magnetic susceptibility at temperature 350 K is 2.8 × 10–4. Its susceptibility at 300 K is
A. 3.267 × 10–4
B. 3.672 × 10–4
C. 2.672 × 10–4
D. 3.726 × 10–4","For a paramagnetic material, magnetic susceptibility χ ∝ 1/T. χ2 = χ1 (T1/T2) = 2.8 x 10-4 x (350/300) = 3.267 x 10-4"
"A magnetic compass needle oscillates 30 times per minute at a place where the dip is 45°, and 40 times per minute where the dip is 30°. If B1 and B2 are, respectively the total magnetic field due to the earth at the two places, then the ratio B1 /B2 is best given by
A. 0.7
B. 3.6
C. 1.8
D. 2.2",Frequency of oscillation = √(magnetic field). 30/40 =√(B1cos45°/B2cos30°) (Horizontal component of magnetic field = B cosδ). (B1/B2) = 0.7
"A magnetic needle of magnetic moment 6.7 × 10–2 A m2 and moment of inertia 7.5 × 10–6 kg m2 is performing simple harmonic oscillations in a magnetic field of 0.01 T. Time taken for 10 complete oscillations is
A. 6.65 s
B. 8.89 s
C. 6.98 s
D. 8.76 s","Time period of magnetic needle oscillating simple harmonically is given by T=2π√(I/MB). T=2π√(7.5 × 10-6/(6.7 × 10-2× 0.01)). T = (2π/10) x 1.05s. For 10 oscillations, total time taken T’ = 10T = 2π x 1.05 = 6.65 s"
"A magnetic dipole is acted upon by two magnetic fields which are inclined to each other at an angle of 75°. One of the fields has a magnitude of 15 mT. The dipole attains stable equilibrium at an angle of 30° with this field. The magnitude of the other field (in mT) is close to
A. 1
B. 11
C. 36
D. 1060","The magnetic dipole attains stable equilibrium under the influence of these two fields making an angle θ1 = 30° with B1 and θ2 = 75° – 30° = 45° with B2. For stable equilibrium, net torque acting on dipole must be zero, I.e., τ1 + τ2 = 0, τ1 = τ2, mB1sinθ1 = mB2sinθ2, B2 = B1 (sinθ1/sinθ2) = 15mT x (sin300/sin 450) = 15mT x (1/2) x √2 =10.6 mT = 11mT"
